309	-   [E11] Eq-Comparison Less than 18 years [E12] [E21] Age old [E22]	23	Argument:Eq-Comparison(E2,E1)
310	-   allergy or documented [E11] Condition-Name intolerance [E12] to [E21] Modifier food [E22] ,	1	Argument:Modifies(E2,E1)
311	-   [E11] Severity severe [E12] cardiovascular , hepatic , neurological or psychiatric [E21] Condition disease [E22]	20	Argument:Severity(E2,E1)
312	-   bowel dysfunction related to [E11] Eq-Comparison previous [E12] [E21] Procedure surgery [E22]	66	Argument:Temporality(E2,E1)
313	-   usage of antibiotics within 4 weeks [E11] Temporal-Connection before [E12] [E21] Study inclusion [E22]	89	Argument:Arg2(E1,E2)
314	surgery under local anesthesia via either phacoemulsification and / or [E11] Modifier femtosecond assisted [E12] [E21] Procedure-Name cataract surgery [E22] . Well - controlled diabetes , hypertension will be	39	Argument:Modifies(E1,E2)
315	capsular rupture , vitreous loss , zonular dialysis , or [E11] Modifier iris [E12] [E21] Condition-Name trauma [E22] .	39	Argument:Modifies(E1,E2)
316	-   Complications during surgery , including [E11] Modifier posterior [E12] [E21] Condition-Name capsular rupture [E22] , vitreous loss , zonular dialysis , or iris	39	Argument:Modifies(E1,E2)
317	-   Macular thickness above 300 microns [E11] Temporal-Connection at [E12] [E21] Study baseline [E22]	89	Argument:Arg2(E1,E2)
318	[E11] Age Age [E12] of [E21] Eq-Comparison 50 years or over [E22] ;	18	Argument:Eq-Comparison(E1,E2)
319	2 . [E11] Eq-Comparison Scheduled to undergo [E12] open or laparoscope assisted upper abdominal or intrathoracic [E21] Procedure surgery [E22] ;	66	Argument:Temporality(E2,E1)
320	6 . History of acute stroke within three months [E11] Temporal-Connection before [E12] [E21] Procedure surgery [E22] ;	89	Argument:Arg2(E1,E2)
321	[E11] Life-Stage-And-Gender Older adults [E12] (   ≥ 65 [E21] Age years [E22] )	94	Relation:Equivalent-To(E2,E1)
322	-   Subject 's [E11] Observation life expectancy [E12] was [E21] Eq-Comparison shorter than 6 months [E22]	18	Argument:Eq-Comparison(E1,E2)
323	-   Subject has the [E11] Eq-Comparison history [E12] of [E21] Condition kidney failure [E22]	66	Argument:Temporality(E2,E1)
324	-   diagnosed as a [E11] Condition-Name myofascial pain syndrome [E12] at [E21] Modifier upper trapezium muscle [E22]	1	Argument:Modifies(E2,E1)
325	-   Post operation at neck [E11] Or and [E12] [E21] Modifier shoulder [E22] .	89	Argument:Arg2(E1,E2)
326	[E11] Age aged [E12] [E21] Eq-Comparison 18 years or older [E22]	18	Argument:Eq-Comparison(E1,E2)
327	-   Pathologically confirmed [E11] Modifier prostate [E12] [E21] Condition-Name cancer [E22] on previous biopsy	39	Argument:Modifies(E1,E2)
328	-   • Previous [E11] Procedure radiotherapy [E12] to the [E21] Condition prostate [E22]	76	Relation:Treatment-For(E1,E2)
329	[E11] Observation Serum Glucose [E12] [E21] Eq-Comparison 100 - 126 mg / dl [E22]	18	Argument:Eq-Comparison(E1,E2)
330	-   [E11] Observation Waist C [E12] [E21] Eq-Comparison > 89 / 102 cm [E22] ; F / M	18	Argument:Eq-Comparison(E1,E2)
331	-   [E11] Observation Serum TG [E12] : [E21] Eq-Comparison > 150 mg / dl [E22]	18	Argument:Eq-Comparison(E1,E2)
332	-   [E11] Observation Triglycerides [E12] [E21] Eq-Comparison < 500 mg / dL [E22]	18	Argument:Eq-Comparison(E1,E2)
333	-   history of moderate to [E11] Severity severe [E12] [E21] Condition cerebral ischemia [E22] , cerebral hemorrhage , transient ischemic attack , myocardial	20	Argument:Severity(E2,E1)
334	treatment with angiotensin - converting enzyme inhibitors or ARBs ; [E11] Observation creatinine phosphokinase [E12] levels [E21] Eq-Comparison ≥ 3 times the upper limit of normal [E22]	18	Argument:Eq-Comparison(E1,E2)
335	[E11] Observation-Name Military personnel [E12] belonging to the [E21] Modifier Military Emergency Unit [E22]	1	Argument:Modifies(E2,E1)
336	-   With an [E11] Age age [E12] of [E21] Eq-Comparison 25 to 45 years [E22]	18	Argument:Eq-Comparison(E1,E2)
337	-   No history of [E11] Modifier musculoskeletal [E12] [E21] Condition-Name injury [E22] in the 3 months prior to the study	39	Argument:Modifies(E1,E2)
338	[E11] Indication indication [E12] for [E21] Procedure epiduroscopy [E22] in the usual clinical practice	59	Argument:Indication-For(E1,E2)
339	-   Lumbar [E11] Condition pain [E12] for [E21] Eq-Comparison more than 6 months [E22]	82	Argument:Duration(E1,E2)
340	-   [E11] Modifier Lumbar [E12] [E21] Condition-Name pain [E22] for more than 6 months	39	Argument:Modifies(E1,E2)
341	-   [E11] Observation Numerical rating scale [E12] [E21] Eq-Comparison > 6 [E22]	18	Argument:Eq-Comparison(E1,E2)
342	-   No [E11] Stability response [E12] with medical [E21] Procedure treatment [E22]	53	Relation:Caused-By(E1,E2)
343	-   [E11] Observation Body mass index [E12] [E21] Eq-Comparison between 18.5 to 25 kg / m2 [E22]	18	Argument:Eq-Comparison(E1,E2)
344	-   Fasting [E11] Observation blood glucose [E12] [E21] Eq-Comparison < 6.0 mmol / L [E22]	18	Argument:Eq-Comparison(E1,E2)
345	2 . Patients [E11] Eq-Comparison between 18 and 45 years [E12] [E21] Age old [E22] .	23	Argument:Eq-Comparison(E2,E1)
346	-   [E11] Observation BMI [E12] : [E21] Eq-Comparison 25 - 45 kg / m2 [E22]	18	Argument:Eq-Comparison(E1,E2)
347	-   Current enrollment in a [E11] Modifier commercial [E12] [E21] Procedure-Name weight loss program [E22] or other weight loss research study	39	Argument:Modifies(E1,E2)
348	[E11] Modifier Singleton [E12] [E21] Condition-Name pregnancy [E22]	39	Argument:Modifies(E1,E2)
349	-   Estimation of the fetal [E11] Observation weight [E12] [E21] Eq-Comparison less than estimation the 10 th percentile [E22]	18	Argument:Eq-Comparison(E1,E2)
350	-   Estimation of the [E11] Modifier fetal [E12] [E21] Observation-Name weight [E22] less than estimation the 10 th percentile	39	Argument:Modifies(E1,E2)
351	-   Must be [E11] Age age [E12] [E21] Eq-Comparison 50 to 65 [E22]	18	Argument:Eq-Comparison(E1,E2)
352	-   Telephone Interview for Cognitive Status ( [E11] Observation TICS [E12] ) score [E21] Eq-Comparison ≤ 20 [E22]	18	Argument:Eq-Comparison(E1,E2)
353	-   Fasting [E11] Observation glucose [E12] [E21] Eq-Comparison 70 ~ 120 mg / dL [E22]	18	Argument:Eq-Comparison(E1,E2)
354	-   [E11] Modifier Fasting [E12] [E21] Observation-Name glucose [E22] 70 ~ 120 mg / dL	39	Argument:Modifies(E1,E2)
355	-   Barrier methods : Condom , Diaphragm , [E11] Procedure Cervical cap [E12] ( [E21] Procedure Pessary [E22] ) , Spermicide	94	Relation:Equivalent-To(E2,E1)
356	-   Hormonal methods : Pills , [E11] Procedure Injection [E12] ( [E21] Modifier Depot [E22] ) , Skin patch , Hormonal implant ( Implanon	1	Argument:Modifies(E2,E1)
357	Pills , Injection ( Depot ) , Skin patch , [E11] Procedure-Name Hormonal implant [E12] ( [E21] Modifier Implanon [E22] ) , Vaginal ring	1	Argument:Modifies(E2,E1)
358	  People who will be able to collect blood sample [E11] Temporal-Connection during [E12] [E21] Study clinical trial [E22] period .	89	Argument:Arg2(E1,E2)
359	are suitable to participate clinical trial by physical examination , [E11] Observation lab test [E12] [E21] And and [E22] medical examination by interview .	7	Argument:Arg(E2,E1)
360	[E11] Age aged [E12] [E21] Eq-Comparison 18 or older [E22] undergoing medical or surgical abortion at Planned Parenthood of	18	Argument:Eq-Comparison(E1,E2)
361	be eligible for inclusion . Inclusion criteria include having an [E11] Modifier intrauterine [E12] [E21] Condition-Name pregnancy [E22] , having a smart phone to be able to	39	Argument:Modifies(E1,E2)
362	-   Exclusion criteria will include [E11] Negation non [E12] - [E21] Language English [E22] speaking , no working telephone , and less than	15	Argument:Negates(E1,E2)
363	-   Children with congenital pathologies ( with [E11] Condition-Name malformations [E12] in the [E21] Modifier oro - facial sphere [E22] )	1	Argument:Modifies(E2,E1)
364	3 . Condition that [E11] Negation precludes [E12] placement of an [E21] Procedure esophageal balloon [E22] [ esophageal or nasopharyngeal pathology preventing insertion of the	15	Argument:Negates(E1,E2)
365	4 . Pre - enrollment [E11] Observation ICP [E12] [E21] Eq-Comparison > 20 mm Hg [E22]	18	Argument:Eq-Comparison(E1,E2)
366	5 . Pre - enrollment [E11] Observation CPP [E12] [E21] Eq-Comparison < 60 mm Hg [E22]	18	Argument:Eq-Comparison(E1,E2)
367	6 . Planned change in the [E11] Procedure-Name external ventricular drain [E12] [E21] Modifier set point [E22] during the pre - intervention , intervention or post	1	Argument:Modifies(E2,E1)
368	-   They are [E11] Eq-Comparison undergoing [E12] primary [E21] Procedure total shoulder arthroplasty [E22] by the principal and co - investigator .	66	Argument:Temporality(E2,E1)
369	-   They are undergoing [E11] Modifier primary [E12] [E21] Procedure-Name total shoulder arthroplasty [E22] by the principal and co - investigator .	39	Argument:Modifies(E1,E2)
370	, identifying tattoo or skin marking within 2 inches of [E11] Modifier intended site [E12] of [E21] Procedure-Name surgical incision [E22]	39	Argument:Modifies(E1,E2)
371	  They self - report or have a documented prior [E11] Modifier ipsilateral [E12] [E21] Procedure-Name shoulder arthroplasty [E22] or other open ispilateral shoulder surgery utilizing the delto	39	Argument:Modifies(E1,E2)
372	-   Must have sufficient health [E11] Assertion to withstand [E12] the physical demands of [E21] Procedure surgery [E22]	84	Argument:Asserted(E1,E2)
373	-   Must have [E11] Polarity sufficient [E12] [E21] Condition health [E22] to withstand the physical demands of surgery	40	Argument:Polarity(E2,E1)
374	-   [E11] Observation ECOG performance status [E12] of [E21] Eq-Comparison ≤ 2 [E22]	18	Argument:Eq-Comparison(E1,E2)
375	Artery Disease . Hepatic : Viral or Autoimmune Hepatitis , [E11] Condition-Name Cirrhosis [E12] of the [E21] Modifier Liver [E22] , Liver Metabolism Disorders . Renal : Any form	1	Argument:Modifies(E2,E1)
376	Viral or Autoimmune Hepatitis , Cirrhosis of the Liver , [E11] Modifier Liver [E12] [E21] Condition-Name Metabolism Disorders [E22] . Renal : Any form of renal impairment .	39	Argument:Modifies(E1,E2)
377	-   Medical condition ( s ) or [E11] Modifier concurrent [E12] [E21] Procedure-Name surgery [E22] that may have required analgesic treatment in the post	39	Argument:Modifies(E1,E2)
378	discovered during surgery that may have complicated the patient 's [E11] Temporal-Connection post [E12] [E21] Procedure surgical [E22] course such as vascular or nerve involvement that was	77	Argument:Arg(E1,E2)
379	2 . Clinical diagnosis of [E11] Modifier distal painful [E12] [E21] Condition-Name polyneuropathy [E22] due to Type I or Type II diabetes mellitus	39	Argument:Modifies(E1,E2)
380	Positive sensory symptoms ( mechanical or thermal ) associated with [E11] Modifier neuropathic [E12] [E21] Condition-Name pain [E22] , confirmed by :	39	Argument:Modifies(E1,E2)
381	2 . Clinical assessment , showing signs of [E11] Modifier neuropathic [E12] [E21] Condition-Name pain [E22] in either a dermatomal ( PHN ) or distal	39	Argument:Modifies(E1,E2)
382	-   with [E11] Modifier isolated [E12] [E21] Condition-Name intrauterine growth restriction [E22] at the maternity ward of the hospital Femme -	39	Argument:Modifies(E1,E2)
383	[E11] Modifier colorectal [E12] [E21] Condition-Name cancer [E22] .	39	Argument:Modifies(E1,E2)
384	4 . Eastern Cooperative Oncology Group ( [E11] Observation ECOG [E12] ) performance status [E21] Eq-Comparison ≥ 3 [E22] .	18	Argument:Eq-Comparison(E1,E2)
385	-   Glaucoma or [E11] Modifier optic [E12] [E21] Condition-Name hypertension [E22]	39	Argument:Modifies(E1,E2)
386	-   Orbital or [E11] Modifier intraocular [E12] [E21] Procedure-Name surgery [E22] that might interfere with orbital compliance	39	Argument:Modifies(E1,E2)
387	-   Congenital malformations of the [E11] Modifier eye [E12] [E21] Or and / or [E22] orbit that might interfere with orbital compliance or orbital	7	Argument:Arg(E2,E1)
388	[E11] Modifier shoulder [E12] [E21] Condition-Name pain [E22] and stiffness	39	Argument:Modifies(E1,E2)
389	-   [E11] Observation Glenohumeral passive range of motion [E12] [E21] Polarity limited [E22] in multiple directions	49	Argument:Polarity(E1,E2)
390	-   [E11] Observation-Name Glenohumeral passive range of motion [E12] limited in [E21] Modifier multiple directions [E22]	1	Argument:Modifies(E2,E1)
391	-   Glenohumeral passive range of motion decreases as the [E11] Modifier humerus [E12] is [E21] Observation-Name abducted [E22] from 45 degrees to 90 degrees	39	Argument:Modifies(E1,E2)
392	Signs or symptoms of cervical radiculopathy , radiculitis , or [E11] Condition-Name referral [E12] from the [E21] Modifier cervical spine [E22]	1	Argument:Modifies(E2,E1)
393	Clinical evidence as determined in the examination of an alternative [E11] Modifier shoulder [E12] [E21] Condition-Name diagnosis [E22]	39	Argument:Modifies(E1,E2)
394	kg IV or > 9.0 mg / kg orally ) [E11] And + [E12] [E21] Drug Cyclophosphamide [E22]	89	Argument:Arg2(E1,E2)
395	kg IV or > 9.0 mg / kg orally ) [E11] And + [E12] [E21] Drug Melphalan [E22]	89	Argument:Arg2(E1,E2)
396	kg IV or > 9.0 mg / kg orally ) [E11] And + [E12] [E21] Drug Thiotepa [E22]	89	Argument:Arg2(E1,E2)
397	treatment with inotuzumab or gemtuzumab within 3 months prior to [E11] Procedure-Name HSCT [E12] admission , 2 nd HSCT if it is [E21] Modifier myeloablative [E22] and within 6 months of prior , iron overload	1	Argument:Modifies(E2,E1)
398	-   [E11] Age age [E12] [E21] Eq-Comparison 18 years or older [E22]	18	Argument:Eq-Comparison(E1,E2)
399	-   a [E11] Observation BMI [E12] [E21] Eq-Comparison > 25 kg / m² [E22]	18	Argument:Eq-Comparison(E1,E2)
400	-   Received liver transplant for treatment of [E11] Modifier hATTR [E12] [E21] Condition-Name amyloidosis [E22] ≥ 12 months before study start	39	Argument:Modifies(E1,E2)
401	-   Has [E11] Observation vitamin A level [E12] [E21] Eq-Comparison greater than or equal to lower limit of normal [E22]	18	Argument:Eq-Comparison(E1,E2)
402	-   Has estimated glomerular filtration rate ( [E11] Observation eGFR [E12] ) [E21] Eq-Comparison ≤ 30 mL / min / 1.73 m^2 [E22]	18	Argument:Eq-Comparison(E1,E2)
403	-   [E11] Observation CDR global score [E12] of [E21] Eq-Comparison 0.5 or 1 [E22]	18	Argument:Eq-Comparison(E1,E2)
404	[E11] Age Age [E12] [E21] Eq-Comparison above 18 [E22]	18	Argument:Eq-Comparison(E1,E2)
405	-   [E11] Condition ASA [E12] classification [E21] Eq-Comparison I to II [E22]	78	Argument:Stage(E1,E2)
406	[E11] Eq-Comparison two [E12] [E21] Family-Member parents [E22] in the home	81	Argument:Has(E2,E1)
407	-   parents are not willing to receive [E11] Modifier marital [E12] [E21] Procedure-Name education [E22] / support	39	Argument:Modifies(E1,E2)
408	[E11] Eq-Comparison over 18 years [E12] of [E21] Age age [E22] living in metropolitan France ;	23	Argument:Eq-Comparison(E2,E1)
409	-   Patient died during the [E11] Eq-Comparison initial [E12] [E21] Encounter stay [E22]	66	Argument:Temporality(E2,E1)
410	[E11] Eq-Comparison scheduled [E12] for elective [E21] Procedure RARC [E22]	66	Argument:Temporality(E2,E1)
411	[E11] Modifier elective [E12] [E21] Procedure-Name RARC [E22]	39	Argument:Modifies(E1,E2)
412	-   [E11] Eq-Comparison history [E12] of lung [E21] Procedure surgery [E22]	66	Argument:Temporality(E2,E1)
413	-   history of [E11] Modifier lung [E12] [E21] Procedure-Name surgery [E22]	39	Argument:Modifies(E1,E2)
414	[E11] Age aged [E12] [E21] Eq-Comparison between 18 and 70 years [E22] .	18	Argument:Eq-Comparison(E1,E2)
415	-   [E11] Observation Serum creatinine [E12] [E21] Eq-Comparison ≤ 1.5 mg / dL. [E22]	18	Argument:Eq-Comparison(E1,E2)
416	-   Patients suffering from ST - segment elevation [E11] Condition myocardial infarction [E12] ( [E21] Condition STEMI [E22] )	97	Relation:Abbrev-Of(E2,E1)
417	-   [E11] Age Age [E12] [E21] Eq-Comparison under 18 [E22]	18	Argument:Eq-Comparison(E1,E2)
418	patients who have normal pre - operative platelet count , [E11] Polarity normal [E12] [E21] Observation prothrombin time [E22] , normal partial thromboplastin time , and normal international	40	Argument:Polarity(E2,E1)
419	-   Receiving warfarin [E11] Or or [E12] [E21] Drug heparin [E22] ; had a history of hemophilia , deep venous	89	Argument:Arg2(E1,E2)
420	-   Receiving warfarin or heparin ; had a [E11] Eq-Comparison history [E12] of [E21] Condition hemophilia [E22] , deep venous thrombosis , pulmonary embolism , or	66	Argument:Temporality(E2,E1)
421	and < 12 g / dL in males ) , [E11] Assertion refusal [E12] of [E21] Procedure blood products [E22] ;	84	Argument:Asserted(E1,E2)
422	-   Planned surgery for gastric or colorectal cancer with [E11] Modifier primary [E12] [E21] Procedure-Name anastomosis [E22] .	39	Argument:Modifies(E1,E2)
423	-   Inform consent signed [E11] Temporal-Connection before [E12] [E21] Procedure surgery [E22] .	77	Argument:Arg(E1,E2)
424	-   [E11] Negation No [E12] [E21] Procedure drainage tube [E22] placed .	15	Argument:Negates(E1,E2)
425	-   Patient [E11] Assertion ready for [E12] [E21] Procedure weaning evaluation [E22]	84	Argument:Asserted(E1,E2)
426	-   Failure of a [E11] Eq-Comparison first [E12] T - piece [E21] Procedure SBT [E22]	66	Argument:Temporality(E2,E1)
427	-   Central nervous system disease [E11] And with [E12] [E21] Condition consciousness disorder [E22]	89	Argument:Arg2(E1,E2)
428	-   potential for [E11] Modifier skin [E12] [E21] Condition-Name irritation [E22]	39	Argument:Modifies(E1,E2)
429	-   other condition that may [E11] Negation preclude [E12] use of the [E21] Procedure temperature belt [E22]	15	Argument:Negates(E1,E2)
430	-   concurrent treatments that may require [E11] Polarity increased [E12] [E21] Procedure patient care [E22]	40	Argument:Polarity(E2,E1)
431	-   With [E11] Eq-Comparison more than one year [E12] of [E21] Observation sports practice [E22]	79	Argument:Duration(E2,E1)
432	-   Present a medical diagnosis of [E11] Modifier musculoskeletal [E12] [E21] Condition-Name injury [E22] at the time of beginning the study	39	Argument:Modifies(E1,E2)
433	-   Receive a physiotherapy treatment [E11] Negation unrelated [E12] to the [E21] Study study [E22]	15	Argument:Negates(E1,E2)
434	-   Have some type of auditory or [E11] Modifier vestibular [E12] [E21] Condition-Name disorder [E22]	39	Argument:Modifies(E1,E2)
435	[E11] Modifier elective [E12] [E21] Procedure-Name cardiac surgery [E22] .	39	Argument:Modifies(E1,E2)
436	-   [E11] Age age [E12] [E21] Eq-Comparison 18 - 65 years [E22] .	18	Argument:Eq-Comparison(E1,E2)
437	-   [E11] Observation body mass index [E12] [E21] Eq-Comparison < 30 [E22] kg.m2 .	18	Argument:Eq-Comparison(E1,E2)
438	-   Participants with [E11] Modifier functional [E12] [E21] Condition-Name dyspepsia [E22] ( FD group )	39	Argument:Modifies(E1,E2)
439	-   Participants with moderate - to - [E11] Severity severe [E12] [E21] Condition irritable bowel syndrome [E22] ( defined by IBS symptom severity scores ( IBS	20	Argument:Severity(E2,E1)
440	-   history of chronic [E11] Condition gastrointestinal [E12] [E21] Assertion symptoms [E22] ( for healthy control population only )	64	Argument:Asserted(E2,E1)
441	-   implantable devices , such as a pacemaker [E11] Or or [E12] [E21] Procedure nerve stimulator [E22]	89	Argument:Arg2(E1,E2)
442	or use of substances which are known to lower the [E11] Condition-Name seizure [E12] [E21] Modifier threshold [E22] : amitriptyline ( Elavil ) , nortriptyline ( Pamelor	1	Argument:Modifies(E2,E1)
443	[E11] Procedure Liver transplantation [E12] [E21] Assertion candidates [E22] with one or more of the following :	64	Argument:Asserted(E2,E1)
444	-   [E11] Observation serum creatinine [E12] [E21] Eq-Comparison > 152 μmol / l [E22]	18	Argument:Eq-Comparison(E1,E2)
445	Exclusion Criteria : [E11] Negation Not [E12] [E21] Condition renal colic [E22] patients	15	Argument:Negates(E1,E2)
446	All patients [E11] Encounter admitted [E12] to the [E21] Location PICUs [E22] regardless of length of stay will receive the unit	93	Argument:Location(E1,E2)
447	based PICU Up ! intervention , which includes criteria for [E11] Negation no [E12] [E21] Procedure mobilization [E22] based on specific clinical factors ( i.e. open chest	15	Argument:Negates(E1,E2)
448	[E11] Age age [E12] [E21] Eq-Comparison older than 60 years [E22] ;	18	Argument:Eq-Comparison(E1,E2)
449	5 . high [E11] Risk risk [E12] for [E21] Procedure surgery [E22] according the MVARC criteria ;	34	Argument:Risk-For(E1,E2)
450	4 . echocardiographic evidence of intracardiac mass , thrombus , [E11] Or or [E12] [E21] Modifier vegetation [E22] ;	89	Argument:Arg2(E1,E2)
451	2 . [E11] Age Age [E12] [E21] Eq-Comparison > 21 years [E22] old	18	Argument:Eq-Comparison(E1,E2)
452	-   Clinical [E11] Observation laboratory parameters [E12] within [E21] Polarity normal [E22] laboratory limits or not found to be clinically significant	49	Argument:Polarity(E1,E2)
453	-   Positive HIV , HBsAg , [E11] Or or [E12] [E21] Condition HCV [E22] screen	89	Argument:Arg2(E1,E2)
454	-   [E11] Condition Glogau photoaging [E12] [E21] Eq-Comparison score II and III [E22] .	78	Argument:Stage(E1,E2)
455	-   Any bleeding or [E11] Modifier coagulation [E12] [E21] Condition-Name disorder [E22] or recent use of anticoagulant therapy .	39	Argument:Modifies(E1,E2)
456	History of intake of anti - aging systemic or topical [E11] Drug medications [E12] [E21] Eq-Comparison within the previous 3 months [E22] .	6	Argument:Temporality(E1,E2)
457	-   Meets the diagnostic criteria for [E11] Condition sepsis [E12] - [E21] Eq-Comparison 3 [E22] developed by the American Society of Critical Care Medicine	78	Argument:Stage(E1,E2)
458	-   [E11] Observation Procalcitonin [E12] [E21] Eq-Comparison ≥ 2 ng / ml [E22]	18	Argument:Eq-Comparison(E1,E2)
459	-   Age ＜ 18 years , [E11] Or or [E12] [E21] Age age [E22] ＞ 80 years .	89	Argument:Arg2(E1,E2)
460	-   A solid - organ or [E11] Modifier bone marrow [E12] [E21] Procedure-Name transplant [E22] patients .	39	Argument:Modifies(E1,E2)
461	-   [E11] Eq-Comparison Undergoing [E12] general or regional [E21] Procedure anesthesia [E22]	66	Argument:Temporality(E2,E1)
462	[E11] Eq-Comparison at least 18 years [E12] [E21] Age old [E22]	23	Argument:Eq-Comparison(E2,E1)
463	[E11] Age Age [E12] [E21] Eq-Comparison ≥ 50 years [E22]	18	Argument:Eq-Comparison(E1,E2)
464	[E11] Condition pregnant [E12] women [E21] Eq-Comparison 34 weeks or less [E22] admitted to Women 's Health Hospital with a diagnosis	82	Argument:Duration(E1,E2)
465	pregnant women 34 weeks or less [E11] Encounter admitted [E12] to [E21] Location Women 's Health Hospital [E22] with a diagnosis of :	93	Argument:Location(E1,E2)
466	[E11] Age Age [E12] [E21] Eq-Comparison 18 - [E22] 65	18	Argument:Eq-Comparison(E1,E2)
467	-   Patients with [E11] Severity acute [E12] [E21] Condition somatic disorders [E22]	20	Argument:Severity(E2,E1)
468	-   [E11] Condition Molar relationship [E12] either [E21] Eq-Comparison Class I [E22] , < ½ unit Class II or Class III	78	Argument:Stage(E1,E2)
469	-   [E11] Procedure Extraction of all four first premolar teeth [E12] as part of [E21] Procedure orthodontic treatment [E22] .	73	Relation:Using(E1,E2)
470	-   [E11] Procedure Maximum anchorage [E12] required using [E21] Procedure mini - implant [E22] .	73	Relation:Using(E1,E2)
471	Known hypersensitivity reactions to any of the components of the [E11] Study invetigational [E12] [E21] Drug product [E22]	91	Argument:Study-Of(E1,E2)
472	[E11] Condition cancer [E12] diagnosed by [E21] Procedure endoscopic biopsy histopathology [E22] ;	38	Relation:Found-By(E1,E2)
473	4 . [E11] Modifier untreated [E12] colon or rectal [E21] Condition cancer [E22] patients ;	39	Argument:Modifies(E1,E2)
474	6 . No evidence of [E11] Condition distant metastasis [E12] ( [E21] Condition-Code M0 [E22] )	32	Argument:Code(E1,E2)
475	4 . Hereditary colorectal cancer linked to familial colonic polyposis [E11] Or or [E12] [E21] Condition Lynch syndrome [E22]	89	Argument:Arg2(E1,E2)
476	[E11] Eq-Comparison undergoing [E12] redo [E21] Procedure cardiac surgery [E22]	66	Argument:Temporality(E2,E1)
477	-   [E11] Age Age [E12] [E21] Eq-Comparison < 18 years [E22] ;	18	Argument:Eq-Comparison(E1,E2)
478	-   [E11] Age age [E12] [E21] Eq-Comparison 4 - 12 years [E22] old	18	Argument:Eq-Comparison(E1,E2)
479	-   [E11] Condition ASA [E12] [E21] Eq-Comparison I - II [E22]	78	Argument:Stage(E1,E2)
480	loss for a duration of at least 6 months ( [E11] Assertion to ensure stability [E12] of [E21] Condition hearing loss [E22] ) , but no greater than 10 years .	84	Argument:Asserted(E1,E2)
481	5 . Better ear ( contralateral ear ) : [E11] Polarity normal [E12] [E21] Or or [E22] near - normal hearing defined as pure - tone	7	Argument:Arg(E2,E1)
482	-   [E11] Negation Non [E12] - [E21] Condition smokers [E22] .	15	Argument:Negates(E1,E2)
483	3 . [E11] Age Age [E12] : [E21] Eq-Comparison 20 years old to 70 years [E22] of age .	18	Argument:Eq-Comparison(E1,E2)
484	2 . Visually impaired [E11] And and [E12] [E21] Condition hearing impaired [E22] .	89	Argument:Arg2(E1,E2)
485	3 . Being unable to communicate [E11] Or or [E12] [E21] Condition illiterate [E22] .	89	Argument:Arg2(E1,E2)
486	[E11] Modifier altered [E12] [E21] Procedure-Name Roux en Y Gastric Bypass [E22] anatomy	39	Argument:Modifies(E1,E2)
487	-   Patients [E11] Negation without [E12] [E21] Procedure Roux en Y Gastric Bypass [E22] anatomy	15	Argument:Negates(E1,E2)
488	[E11] Modifier Systemically [E12] [E21] Condition healthy [E22]	41	Relation:Abbrev-Of(E1,E2)
489	-   Clinical diagnosis of [E11] Severity advanced [E12] [E21] Condition periodontitis [E22]	20	Argument:Severity(E2,E1)
490	-   Having [E11] Eq-Comparison one [E12] [E21] Condition isolated intrabony defect [E22] with probing depth ( PD ) ≥ 7 mm	10	Argument:Minimum-Count(E2,E1)
491	-   pre - operative [E11] Assertion signs of [E12] [E21] Condition hepatic failure [E22] ;	84	Argument:Asserted(E1,E2)
492	-   active autoimmune or neoplastic diseases , [E11] Eq-Comparison active [E12] [E21] Condition infection [E22] ;	66	Argument:Temporality(E2,E1)
493	-   [E11] Age Age [E12] [E21] Eq-Comparison ≥ 20 and ≤ 40 years [E22]	18	Argument:Eq-Comparison(E1,E2)
494	-   [E11] Observation BMI [E12] [E21] Eq-Comparison ≥ 18,5 and ≤ 27,5 [E22]	18	Argument:Eq-Comparison(E1,E2)
495	diseases ( cardiac , metabolic , liver ) including a [E11] Family-Member family history [E12] of [E21] Condition congenital Long QT syndrome [E22] .	30	Argument:Has(E1,E2)
496	-   Clinical important and / or [E11] Assertion symptomatic [E12] [E21] Condition bradycardia [E22]	84	Argument:Asserted(E1,E2)
497	[E11] Condition ASA physical status [E12] [E21] Eq-Comparison 1 and 2 [E22] , underwent gynicological laparotomic surgery under general anesthesia ,	78	Argument:Stage(E1,E2)
498	-   [E11] Condition ASA [E12] [E21] Eq-Comparison 3 or 4 [E22] , mental retardation , psychiatric disease , history of	78	Argument:Stage(E1,E2)
499	[E11] Age Age [E12] [E21] Eq-Comparison between 20 years old and 65 years old [E22]	18	Argument:Eq-Comparison(E1,E2)
500	-   Diagnosis of [E11] Modifier major [E12] [E21] Condition depressive disorder [E22] , bipolar disorder , and schizophrenia , compatible with	39	Argument:Modifies(E1,E2)
501	cerebrovascular disease , elevated intracranial pressure , intracranial angiomas , [E11] Modifier untreated [E12] [E21] Condition bony fractures [E22] , cervical spine injury , pheochromocytoma , heart failure	39	Argument:Modifies(E1,E2)
502	, cervical spine injury , pheochromocytoma , heart failure , [E11] Severity sever [E12] [E21] Condition valvular disease [E22] , deep vein thrombosis , etc .	20	Argument:Severity(E2,E1)
503	[E11] Procedure treatment [E12] - [E21] Assertion seeking [E22] individuals diagnosed with AUD diagnostic statistical manual 5 (	64	Argument:Asserted(E2,E1)
